manv,mann,tdo
QT1582,06,C
QT1582,02,B
KH1534,04,C
KH1534,02,C
KH1534,01,A
DV1544,05,B
QT1583,04,B
TT1564,02,A
TT1564,06,D
NS1552,05,C
NS1552,04,B
NS1552,03,B
TT1565,01,D
KT1517,05,D
KH1535,04,D
KH1535,05,B
KH1535,06,D
TC1518,06,B
TC1518,05,B
HC1553,06,B
QT1584,01,D
QT1584,03,C
QT1584,04,D
PR1453,04,D
PR1453,02,C
PR1453,03,A
TT1567,01,B
TC1519,05,A
HC1554,03,B
HC1554,06,B
HC1554,04,A
PR1454,03,B
TT1568,04,A
KD1499,02,A
KD1499,05,B
KD1499,01,B
HC1555,06,D
HC1555,02,A
HC1555,04,B
KD1500,04,A
TC1520,04,B
DV1546,04,B
DV1546,03,D
DV1546,05,C
KT1518,02,B
KT1518,06,D
KT1518,01,D
DV1547,03,C
DV1547,02,B
DV1547,05,B
TT1569,04,C
TT1569,03,D
TT1570,04,C
TT1570,01,D
TT1570,03,A
TC1521,03,A
TC1521,05,A
HC1556,01,D
HC1556,05,C
HC1556,04,B
KT1519,02,C
TT1571,01,D
TT1571,06,B
TT1572,02,C
TT1572,05,B
TT1572,04,A
PR1456,01,D
PR1456,02,B
PR1456,03,A
TT1573,04,A
TT1573,06,B
TT1573,01,C
DV1548,01,C
DV1548,03,D
QT1585,02,C
QT1585,03,B
DV1549,03,B
DV1549,01,D
TC1523,02,D
TC1523,05,C
TC1523,03,A
MK1544,04,B
MK1544,06,B
MK1544,03,C
MK1545,06,C
MK1545,02,B
MK1545,03,A
TT1574,01,D
TT1574,06,B
MK1546,03,B
MK1546,05,C
MK1546,06,D
KD1501,06,D
KD1501,02,D
KD1501,04,B
MK1547,05,A
MK1547,06,C
KT1521,01,C
KT1521,04,B
KT1521,05,A
KD1502,06,D
KD1502,03,A
KD1502,04,A
PR1460,06,A
TC1524,04,A
TC1524,03,C
TC1524,01,A
QT1588,05,A
QT1588,03,A
QT1588,02,D
HC1557,01,A
HC1557,06,C
HC1557,03,D
QT1589,06,D
TT1576,02,B
KT1522,03,A
KD1503,06,C
PR1461,05,C
PR1461,01,C
PR1461,02,D
KD1504,03,D
KD1504,02,B
KD1504,04,D
HC1558,06,A
HC1558,04,C
HC1558,02,D
HC1559,06,D
NS1555,02,B
NS1555,01,D
TT1579,02,B
TT1579,01,B
TT1579,06,A
NS1556,03,D
NS1556,05,A
NS1556,04,B
TC1525,03,B
DV1552,02,A
DV1552,04,C
DV1552,06,B
TT1580,01,C
KH1541,06,D
TC1526,05,D
TC1526,03,D
KD1505,03,C
KD1505,06,D
KH1542,02,C
KH1542,04,B
DV1553,04,B
DV1553,01,D
TC1527,06,B
TC1527,05,D
TC1527,03,D
KT1523,01,B
PR1464,01,B
PR1464,04,D
TT1581,03,B
TT1581,02,D
TT1581,01,D
KT1524,04,C
KT1524,01,C
KT1524,05,D
QT1591,03,A
QT1592,04,C
QT1592,01,A
NS1558,05,B
NS1558,06,D
NS1558,04,D
NS1559,04,D
NS1559,03,B
NS1560,06,A
KD1506,02,D
KD1506,06,D
KD1506,05,C
HC1560,05,B
HC1560,04,C
HC1560,01,C
KT1525,06,D
TT1583,06,D
TT1583,04,D
TC1528,02,B
TC1528,03,A
KT1526,03,B
KT1526,04,B
KT1526,06,C
TC1529,04,C
TC1529,03,D
TT1584,02,D
HC1563,05,A
HC1563,01,A
DV1554,04,A
NS1564,04,C
NS1564,02,D
HC1564,01,B
KD1508,02,B
HC1565,02,D
HC1565,05,A
HC1565,04,B
PR1465,05,C
KH1543,04,A
KH1543,06,C
TT1586,04,B
MK1550,06,B
MK1550,04,B
MK1550,03,D
KH1544,04,D
KH1544,02,A
KH1545,02,D
KH1545,01,B
KT1528,05,C
KT1528,01,D
KT1528,04,C
KD1509,03,C
KD1509,05,C
KD1509,06,D
DV1555,01,D
NS1566,03,D
NS1566,06,A
QT1594,03,A
QT1594,04,D
QT1594,05,C
NS1567,05,A
DV1556,04,B
DV1556,01,C
DV1556,06,D
PR1467,03,D
PR1467,05,A
TT1587,06,D
TT1587,02,D
KH1546,03,D
KH1546,06,C
KH1546,02,D
MK1552,05,C
MK1552,02,B
KH1547,01,C
KD1510,02,D
KD1510,06,B
MK1553,01,D
MK1554,06,D
TC1531,02,C
MK1555,05,B
TC1532,03,D
QT1596,04,C
QT1596,03,C
PR1468,02,A
PR1468,04,D
MK1556,01,A
TC1533,06,D
NS1569,06,D
NS1569,01,B
KT1530,02,A
KT1530,03,B
KT1530,06,B
DV1558,04,A
PR1469,06,C
PR1469,05,C
PR1469,01,C
KT1531,03,C
NS1570,02,D
QT1597,04,B
TT1589,01,A
HC1567,03,D
KD1511,03,B
KD1511,04,D
HC1568,04,A
KD1512,03,B
KH1549,06,A
KH1549,04,D
KH1549,01,D
QT1598,05,D
HC1570,05,D
HC1570,04,D
DV1559,03,C
DV1559,01,C
TT1590,01,B
TT1590,04,C
KT1532,06,B
KT1532,04,A
KT1533,04,C
KT1533,03,A
KT1533,01,C
QT1599,03,D
DV1561,03,C
DV1561,01,A
HC1571,01,D
HC1571,03,D
HC1572,05,C
HC1572,04,B
HC1572,03,C
TC1535,06,B
DV1562,02,D
DV1562,01,D
PR1470,06,C
DV1563,02,B
DV1563,01,A
TC1536,03,B
TC1536,02,B
TC1536,01,D
TT1591,02,D
TT1591,06,A
KD1513,04,C
KD1513,01,C
DV1564,05,D
DV1564,06,A
TC1537,02,D
TC1537,04,A
TC1537,06,D
KD1515,02,A
KD1515,06,D
HC1573,04,A
HC1573,01,B
HC1573,03,D
QT1601,06,A
KH1552,05,D
KH1552,04,C
NS1573,04,C
NS1573,01,A
NS1573,06,A
KT1536,01,C
KT1536,04,D
NS1574,01,D
QT1602,03,A
QT1602,05,D
QT1602,02,A
NS1575,06,D
NS1575,03,A
DV1565,04,C
NS1576,01,D
NS1576,06,A
TC1538,05,B
TC1538,01,D
KT1537,05,B
KH1553,06,C
KH1553,01,A
DV1566,05,A
DV1566,02,A
QT1603,06,C
QT1603,04,A
QT1603,01,D
HC1574,01,A
HC1574,03,A
KD1516,05,D
KD1516,02,B
QT1604,01,D
QT1605,06,A
QT1605,01,A
QT1605,02,A
QT1606,06,A
KD1517,05,C
KD1517,06,B
KD1517,03,B
HC1575,01,A
HC1575,02,A
PR1473,03,A
HC1577,04,B
PR1474,04,C
PR1474,06,D
PR1475,02,A
PR1475,03,C
PR1475,04,A
TC1541,06,C
TC1541,04,C
TC1541,02,C
TT1593,01,A
KD1518,06,D
KD1518,05,B
KD1518,02,A
HC1578,06,A
HC1578,03,A
KD1519,03,B
KD1519,06,B
KD1519,01,D
KT1538,03,A
NS1577,02,D
NS1577,03,B
KT1539,01,B
TT1594,01,C
TT1594,03,A
KD1520,03,A
KD1521,06,B
TC1542,06,A
TC1542,05,D
MK1560,05,A
KD1522,03,D
KD1522,02,B
QT1611,01,B
PR1476,02,A
PR1476,06,A
MK1561,05,C
MK1561,01,C
TC1543,06,A
TC1544,05,D
MK1563,05,B
MK1563,03,D
MK1563,06,A
TT1595,04,C
TT1595,03,D
TT1595,06,D
QT1612,02,C
QT1612,05,C
PR1477,02,B
PR1477,01,B
PR1477,04,C
QT1613,02,A
QT1613,06,B
QT1613,03,A
HC1579,06,C
HC1579,05,C
TT1596,02,D
TT1596,06,B
TT1596,03,A
PR1478,03,A
TC1545,03,D
KD1523,01,B
KD1524,02,A
KD1524,05,B
KD1524,03,B
PR1479,04,D
PR1479,03,D
PR1480,04,C
PR1480,05,A
KT1540,05,B
KT1540,03,D
KT1540,01,C
KD1526,01,D
KD1526,04,A
MK1564,06,C
MK1564,04,A
QT1616,05,C
QT1616,01,C
TC1546,03,A
TC1546,02,A
TT1597,05,B
TT1597,06,C
QT1617,05,A
DV1568,02,B
DV1568,01,C
MK1565,01,A
MK1565,05,C
TC1547,05,C
KH1556,01,C
KT1543,02,B
TT1598,04,A
TT1598,02,B
KT1544,02,C
KD1527,05,A
KD1527,03,C
KD1527,01,C
TT1599,04,D
TT1599,03,B
MK1566,06,B
KH1557,06,A
KH1557,02,D
NS1582,02,C
HC1580,06,C
HC1580,04,C
HC1580,05,C
KT1545,06,B
KT1545,01,B
KT1545,05,D
KT1546,03,A
KD1529,03,B
MK1567,06,A
NS1584,01,A
TT1600,02,A
TT1600,04,B
TT1600,06,B
PR1484,06,C
PR1484,05,D
DV1569,05,B
DV1569,03,B
PR1485,04,A
TC1549,05,B
TC1549,06,A
TC1549,02,B
TT1602,05,B
TT1602,02,C
TT1602,04,B
MK1568,02,A
TC1550,04,A
NS1585,05,B
MK1569,01,C
MK1569,02,C
MK1570,06,B
KH1559,06,A
KH1559,03,C
KH1559,02,D
KD1530,05,D
KD1530,02,B
KD1530,03,B
KT1547,05,C
KT1547,03,D
KT1547,04,C
HC1581,03,C
HC1581,04,C
KT1548,01,D
HC1582,06,B
HC1582,05,C
NS1586,05,C
NS1586,03,C
NS1586,01,A
HC1585,01,B
HC1585,03,B
HC1585,02,D
TT1604,05,B
KD1531,06,C
QT1620,02,B
QT1620,06,D
QT1620,03,C
QT1621,02,D
QT1621,06,A
KH1561,01,D
KH1561,04,A
HC1586,05,D
HC1586,06,B
NS1587,02,C
NS1587,03,D
QT1622,05,D
QT1622,03,B
KH1563,04,C
KH1563,01,C
KH1563,05,B
KT1550,03,D
KT1550,05,C
KD1532,05,D
TC1553,02,C
TC1553,05,B
TT1606,01,C
NS1588,04,C
NS1588,01,A
DV1571,03,A
DV1571,02,B
HC1587,01,B
HC1587,06,A
HC1587,04,A
TC1555,06,C
KT1551,01,B
KD1534,06,A
KD1534,04,A
HC1588,03,D
QT1624,04,C
PR1489,05,A
PR1490,03,D
PR1490,04,D
PR1490,06,A
TC1557,01,A
DV1572,03,C
KD1535,06,D
DV1573,05,A
KD1536,05,A
KT1552,05,A
KT1552,06,D
KT1552,03,B
PR1491,02,D
QT1626,01,C
QT1626,04,A
QT1626,06,C
QT1627,06,C
QT1627,05,B
HC1589,01,A
HC1589,06,A
HC1589,04,A
NS1591,01,D
NS1591,02,B
NS1591,03,D
TT1607,05,A
TT1607,01,B
TT1607,03,A
MK1572,02,C
MK1572,03,B
MK1572,05,A
QT1628,01,C
QT1628,06,A
QT1628,03,B
TT1608,05,D
QT1629,03,A
HC1591,02,A
HC1591,01,A
DV1574,04,A
DV1574,03,A
TC1560,01,C
TC1560,04,A
QT1630,04,D
QT1631,02,B
QT1632,06,B
QT1632,03,D
QT1633,03,A
DV1575,04,C
DV1575,05,D
DV1575,06,C
NS1593,03,D
KD1537,01,A
KD1537,04,B
KD1537,06,D
KD1538,06,A
KD1538,03,A
TT1609,03,B
HC1592,02,B
HC1592,04,B
DV1576,05,C
PR1492,02,C
PR1492,04,D
PR1492,05,C
KD1539,02,A
KD1539,03,D
KD1539,06,C
DV1577,05,A
MK1573,02,A
MK1573,05,D
MK1573,06,B
TC1562,02,C
TC1562,06,B
HC1593,04,C
HC1593,02,D
HC1593,03,C
QT1634,04,D
QT1634,05,D
QT1635,05,D
QT1635,04,A
QT1635,01,A
HC1594,04,D
DV1578,03,B
KT1555,02,A
KD1540,02,D
KD1540,01,D
KD1540,05,B
QT1636,04,D
QT1637,04,C
HC1595,04,B
HC1595,01,D
HC1595,06,C
KT1556,05,B
KT1556,02,C
KT1557,05,B
KT1557,02,B
PR1494,01,C
MK1575,05,D
MK1575,06,A
MK1575,03,A
TC1563,06,A
TC1563,04,A
TC1563,02,A
HC1596,03,A
HC1596,02,A
KT1558,05,C
HC1597,02,D
HC1597,04,D
TT1612,01,C
TT1612,04,C
MK1576,02,A
MK1576,01,C
QT1638,02,A
QT1638,04,C
QT1638,01,A
TC1564,03,B
TC1564,04,B
QT1640,04,C
QT1640,06,D
QT1640,03,A
PR1495,01,A
PR1495,05,C
KT1560,06,D
KT1560,05,B
KT1561,06,C
KT1561,05,D
KH1566,02,C
KH1566,06,B
KH1566,05,A
KD1541,05,B
TT1613,03,B
TT1613,01,D
TT1613,04,B
KT1562,01,A
KT1562,06,C
KD1542,05,A
KD1542,06,C
NS1594,01,A
NS1594,02,C
TT1615,04,D
TT1615,06,A
TT1615,05,D
MK1577,04,C
MK1577,02,D
MK1577,06,B
KD1544,02,B
KD1544,04,C
KD1544,01,C
KH1567,03,A
TC1566,04,B
PR1496,02,B
PR1496,05,C
PR1496,06,A
PR1497,05,A
PR1497,01,A
HC1598,02,C
KH1568,02,D
KH1568,04,B
DV1579,01,C
HC1599,04,C
TC1567,02,D
TC1567,03,B
PR1498,05,A
PR1498,03,C
PR1498,02,C
PR1499,03,D
PR1499,02,D
MK1579,04,B
MK1580,03,C
KT1563,04,D
QT1641,05,B
QT1641,01,B
QT1641,04,B
TC1568,06,B
PR1500,02,C
KH1569,02,D
KT1564,05,C
KT1564,01,A
KT1565,01,D
KT1565,06,B
TC1569,05,D
TC1569,04,C
PR1501,01,B
KD1547,01,C
KD1547,02,D
KH1570,06,A
TT1618,02,C
TT1618,03,C
PR1502,04,D
PR1502,02,D
QT1642,04,A
QT1642,03,A
QT1642,01,C
KH1571,02,C
KH1571,04,C
KH1571,06,A
DV1580,06,B
NS1596,02,B
NS1596,01,C
NS1596,06,B
TC1570,01,B
TC1570,03,D
KT1567,02,A
KT1567,01,B
KT1567,03,B
HC1602,03,D
HC1602,04,A
HC1602,02,D
QT1643,03,C
DV1581,03,D
DV1581,06,B
DV1581,05,B
NS1597,02,D
NS1597,04,D
NS1597,01,B
HC1603,05,B
HC1603,02,A
KT1568,02,A
DV1582,03,C
DV1582,01,B
DV1582,02,C
NS1600,06,A
NS1600,04,B
NS1600,03,A
HC1604,01,D
HC1604,02,D
NS1601,06,A
NS1601,02,B
NS1601,04,A
DV1583,05,A
QT1644,06,D
QT1644,05,B
QT1644,02,C
NS1602,04,A
TC1571,02,B
TC1572,01,B
TC1573,04,D
DV1586,01,B
DV1586,06,A
DV1586,03,A
KT1569,04,C
KT1569,01,B
KT1569,06,A
KT1570,02,C
KT1570,04,C
KT1571,01,D
KT1571,06,A
KT1571,05,A
KH1574,04,B
KH1574,05,C
KH1574,01,A
KT1572,02,D
KT1572,01,A
KT1572,04,C
DV1587,04,C
DV1587,05,C
DV1587,01,A
KD1550,02,D
HC1606,03,B
PR1504,02,A
PR1504,04,A
PR1505,04,B
NS1604,02,C
NS1604,04,A
NS1604,03,D
QT1645,02,A
QT1645,01,B
PR1507,05,C
PR1507,04,A
KD1551,01,B
KD1551,04,A
KD1551,06,C
HC1607,05,C
HC1607,04,A
KH1576,02,C
TC1575,02,B
TC1575,05,D
QT1646,06,D
QT1646,03,A
KD1552,05,A
KD1553,01,B
KD1553,02,D
KD1553,03,B
KT1575,06,C
KT1575,03,C
KT1575,05,A
KD1554,02,A
KD1554,06,B
KD1554,01,A
TC1576,06,C
TC1576,04,B
KD1555,01,C
KD1557,01,A
KD1557,06,B
KD1557,05,B
MK1585,04,C
MK1585,02,B
NS1606,01,A
KH1577,02,B
KH1577,04,D
KH1577,05,C
HC1609,04,A
HC1609,01,A
HC1609,05,D
TC1578,04,C
TC1579,02,D
MK1587,01,B
KD1558,01,D
KD1558,03,C
KD1558,06,B
TT1619,04,A
HC1610,05,A
KT1577,02,C
KT1577,01,D
KH1578,03,D
KH1578,05,C
MK1590,03,B
MK1590,01,C
KD1560,02,B
KD1560,03,A
PR1509,04,D
PR1509,01,D
TT1620,01,B
TT1620,05,C
TT1620,03,A
KH1579,02,D
KH1579,03,D
KH1579,06,C
KD1561,03,D
KD1561,01,B
KD1561,05,A
KT1578,01,D
NS1608,05,C
NS1608,03,B
NS1608,06,B
HC1611,01,C
HC1611,05,C
HC1611,04,B
PR1510,06,D
NS1609,02,D
NS1609,06,C
DV1589,05,A
DV1589,03,B
QT1650,02,D
QT1650,04,B
QT1650,03,B
KD1562,01,C
KD1562,02,C
KD1562,03,A
KH1580,03,B
KH1581,04,A
NS1610,06,A
NS1610,01,C
NS1610,04,C
KD1563,05,D
KD1563,01,A
KD1563,02,B
MK1591,04,B
MK1591,03,A
NS1611,02,C
KD1565,02,D
KD1565,01,C
TT1621,01,D
TT1621,02,D
TT1621,03,D
TT1622,04,D
NS1613,05,C
NS1613,01,B
KT1579,02,C
TT1623,01,C
TT1623,03,A
TT1624,05,A
TT1624,06,B
NS1614,04,A
NS1614,05,D
NS1614,06,D
PR1512,02,A
PR1512,01,A
DV1591,05,C
DV1591,04,C
TC1582,02,A
QT1653,03,A
QT1653,05,C
TC1583,05,A
TC1583,03,A
QT1654,01,A
QT1654,06,A
QT1654,04,B
TT1625,02,C
HC1613,03,B
TC1584,02,D
KT1580,06,A
DV1592,02,C
DV1592,05,C
PR1513,02,D
TC1585,01,A
TC1585,04,C
NS1617,02,B
NS1617,01,A
TC1586,01,D
TC1586,05,A
TC1586,02,C
TT1626,02,B
TT1626,04,D
NS1618,04,D
TC1587,03,A
TC1587,02,D
KD1567,01,D
TC1588,01,C
TC1588,06,D
HC1614,04,A
HC1614,02,C
KD1568,06,A
MK1593,03,A
PR1514,03,A
PR1514,05,B
MK1594,02,A
MK1594,03,B
MK1594,04,D
TT1627,04,A
KT1583,06,A
KT1583,05,D
PR1515,04,A
PR1515,01,C
PR1515,05,D
MK1595,04,A
MK1595,02,D
HC1615,02,D
HC1617,06,C
HC1617,02,C
MK1596,01,C
MK1596,05,B
MK1597,03,D
MK1597,02,A
MK1597,06,C
KD1570,01,C
KD1570,06,B
TT1628,03,B
TT1628,05,A
TT1628,02,D
KH1586,03,A
PR1516,03,B
PR1516,02,C
PR1516,06,B
KD1571,01,C
KD1571,05,C
KD1571,06,A
TC1589,02,C
TC1589,03,C
HC1618,06,B
HC1618,04,B
TT1629,03,A
TT1629,04,D
TT1630,02,A
PR1517,04,B
TT1631,06,A
TT1631,02,A
TT1631,03,C
MK1598,05,D
MK1598,02,C
MK1598,04,D
KD1572,03,A
KD1572,04,C
KD1572,06,B
NS1619,05,B
NS1619,02,C
NS1619,03,C
KT1584,03,C
KT1584,04,B
KT1584,02,D
KT1585,04,C
DV1593,06,C
MK1599,06,D
MK1599,04,A
MK1599,02,A
HC1619,03,A
HC1619,05,C
HC1619,01,C
TC1591,06,B
TC1591,04,D
NS1620,06,A
NS1620,04,A
NS1620,03,C
DV1594,03,A
KT1586,05,C
KT1586,03,D
TC1592,05,D
TC1592,02,A
TC1592,04,B
KD1574,02,D
KH1588,04,B
KH1588,06,A
DV1595,03,D
DV1595,06,C
DV1595,02,A
TC1593,05,C
KD1575,03,D
KD1575,04,A
KD1575,02,C
TT1633,03,B
TT1633,01,C
TT1633,05,B
NS1621,06,C
NS1621,03,B
TT1634,06,D
TT1634,05,B
TT1634,03,D
TT1635,04,A
TT1635,03,C
TT1635,02,B
QT1657,01,C
QT1657,05,C
KH1590,02,C
QT1658,03,A
QT1658,05,B
QT1658,04,A
HC1620,03,A
HC1620,06,A
TT1636,02,C
DV1596,04,C
KH1591,04,A
MK1600,04,A
MK1600,03,D
MK1600,06,A
MK1601,03,A
MK1601,06,B
TT1637,05,C
TT1637,06,A
TT1637,02,A
KD1578,04,B
TC1596,03,A
TC1596,04,D
TC1597,06,D
TC1597,04,C
TC1597,05,B
PR1519,02,B
PR1519,04,C
PR1519,01,D
PR1520,02,A
PR1520,03,D
PR1520,01,C
KT1589,04,B
KT1589,01,B
KT1589,03,D
KD1579,03,B
KD1579,05,D
KD1579,01,C
QT1659,03,A
PR1521,02,D
PR1521,06,B
KH1592,01,D
TT1639,03,D
TT1639,04,A
QT1660,05,C
KH1594,06,C
KH1594,03,B
KH1594,04,B
TT1640,05,D
TT1640,03,D
KD1580,01,D
KD1580,04,D
KD1580,05,C
TC1599,06,A
TC1599,03,D
TC1599,02,C
KH1595,05,A
KH1595,02,A
NS1622,04,A
HC1622,06,C
KD1581,01,A
KH1596,02,C
PR1522,01,D
PR1522,05,B
PR1522,02,C
DV1600,02,C
QT1661,04,B
NS1623,06,B
NS1623,01,B
HC1623,03,A
HC1623,02,D
HC1623,06,D
TC1600,05,B
DV1601,02,C
DV1601,05,B
DV1601,04,B
NS1624,06,A
TT1641,01,B
TT1641,02,B
KH1597,02,A
KH1597,03,A
DV1602,02,A
TT1642,06,B
DV1603,06,B
DV1603,02,A
DV1603,05,A
QT1662,02,D
MK1604,03,A
TC1601,03,C
TC1601,01,A
TC1601,02,B
KD1582,06,B
QT1663,01,A
QT1663,03,A
TT1644,02,D
TT1644,01,D
KD1583,05,A
KD1583,03,B
KD1583,02,D
TT1645,03,C
TT1645,05,B
TT1645,06,C
QT1665,06,B
HC1624,04,D
HC1624,03,D
HC1624,06,B
KH1598,05,B
KH1598,06,C
KT1591,05,B
QT1667,03,A
QT1667,06,D
DV1604,03,A
DV1604,01,B
MK1605,04,D
MK1605,03,B
DV1605,05,C
DV1605,03,A
DV1605,04,A
QT1669,01,D
QT1669,04,D
KD1585,04,A
KD1585,02,A
KD1586,02,C
KD1586,05,B
MK1606,05,C
MK1606,06,A
MK1606,03,A
HC1625,02,A
HC1625,04,D
NS1626,01,B
NS1626,06,D
MK1607,02,B
MK1607,03,D
NS1627,06,C
NS1627,01,D
NS1627,05,B
TT1646,04,B
TT1646,01,B
TT1646,02,D
TC1602,06,C
KD1588,03,D
KT1593,03,B
KT1593,06,B
KT1593,02,D
PR1524,06,C
PR1524,03,D
PR1525,01,D
KD1589,05,D
KT1594,06,D
HC1626,01,B
TT1647,05,A
TT1647,03,A
NS1629,01,C
NS1629,06,C
KT1595,04,B
KT1595,03,D
KT1595,02,C
KD1590,02,A
KT1597,02,C
KT1597,04,A
MK1610,06,A
MK1610,05,B
MK1610,02,D
QT1672,02,A
TT1648,04,D
TT1648,06,C
KT1598,03,A
KT1598,05,D
NS1630,01,B
MK1611,03,D
MK1611,01,B
MK1611,05,B
KT1600,05,B
KT1600,02,C
TT1649,06,B
TT1649,02,A
TT1649,05,D
KH1600,04,B
HC1628,04,A
TC1604,02,B
TC1604,05,C
TC1604,04,D
QT1673,05,B
QT1673,02,A
QT1673,06,C
DV1607,05,B
KD1592,01,B
KD1592,03,A
KD1592,02,C
PR1526,06,B
PR1526,01,C
PR1526,02,C
KH1601,03,A
KH1601,01,A
PR1527,04,C
PR1527,02,B
PR1527,03,C
PR1528,03,C
PR1528,01,C
TC1605,04,D
TC1605,05,A
PR1529,01,B
PR1529,04,D
PR1529,02,D
MK1612,03,A
MK1612,05,D
TT1650,01,B
TT1650,04,C
KT1602,02,B
KT1602,04,D
KH1602,06,B
KH1602,02,D
QT1675,02,A
QT1675,04,C
QT1675,05,D
MK1613,01,C
MK1613,04,A
MK1613,06,D
HC1630,04,D
HC1630,03,D
HC1630,05,D
HC1631,06,B
HC1631,02,B
HC1631,03,B
MK1614,05,A
MK1614,06,B
KT1603,06,C
KT1603,02,C
KT1603,04,B
PR1530,02,C
PR1530,06,A
DV1608,05,B
DV1608,01,A
DV1608,02,C
NS1633,05,D
NS1633,01,A
NS1633,02,D
QT1676,05,D
NS1634,05,C
MK1615,02,B
MK1615,06,A
TT1651,01,D
DV1609,03,D
QT1677,02,A
QT1677,06,B
TC1607,04,B
QT1678,05,C
QT1678,03,D
QT1678,04,B
KH1603,06,D
KH1603,01,A
TC1608,01,D
TC1608,04,D
TC1608,06,B
NS1635,06,D
NS1635,03,A
KD1593,03,D
KD1593,02,D
KD1593,04,D
KH1604,01,C
KH1604,06,C
TC1609,04,A
TC1609,03,A
KT1604,06,D
KT1604,04,B
KT1604,03,B
DV1610,05,C
DV1610,03,C
DV1610,01,D
NS1636,01,D
NS1636,04,A
QT1679,02,C
QT1679,03,D
MK1616,02,A
MK1616,01,B
MK1616,04,B
TC1610,03,D
TC1610,01,D
MK1617,01,C
MK1617,06,B
MK1618,06,A
MK1618,01,C
KD1594,03,B
KD1594,06,A
MK1619,02,C
MK1619,01,B
MK1619,05,B
MK1620,05,D
MK1620,03,B
MK1620,01,B
PR1532,05,D
PR1532,02,C
TC1611,06,C
DV1611,01,B
DV1611,06,B
DV1611,05,B
DV1612,06,B
DV1612,01,D
DV1612,03,A
NS1638,02,B
NS1638,03,D
NS1638,04,C
KD1595,06,A
KD1595,02,C
KD1595,04,B
TC1612,03,A
KD1596,06,B
KD1596,04,B
KD1596,03,C
KT1605,05,B
KT1606,06,D
KT1606,03,C
MK1621,05,A
TT1653,01,A
TT1653,02,D
KD1597,06,B
KD1597,01,A
KD1597,03,A
MK1622,06,B
MK1622,03,A
MK1622,04,D
HC1633,04,C
HC1633,03,A
HC1633,06,C
MK1624,02,A
MK1625,01,D
MK1625,03,C
MK1625,02,B
PR1533,03,B
MK1626,05,D
MK1626,02,C
MK1626,04,A
NS1640,04,B
NS1640,05,B
NS1640,03,D
TC1614,02,A
TC1614,06,B
KD1598,03,A
KD1598,06,A
DV1613,06,B
DV1613,01,B
QT1680,02,A
QT1680,06,D
QT1680,03,A
DV1614,01,B
NS1641,05,C
KT1607,01,C
KT1607,03,B
KT1607,05,C
TT1655,05,B
TT1655,02,D
DV1615,03,C
DV1615,02,C
QT1681,01,D
KH1607,06,C
KH1607,02,D
KH1607,03,C
TT1656,03,C
NS1642,03,B
NS1642,02,D
NS1642,01,A
KH1608,03,A
KH1608,06,C
PR1536,02,A
PR1536,04,C
PR1536,06,C
TT1657,03,A
MK1627,04,A
TC1615,05,B
KH1609,05,A
KH1609,02,A
KH1609,04,D
DV1616,06,D
DV1616,01,A
MK1628,06,A
MK1628,03,B
MK1628,05,B
QT1683,04,C
KT1609,02,D
KT1609,05,B
KT1609,01,C
NS1643,03,A
NS1643,04,D
DV1617,01,D
DV1617,03,D
DV1617,05,B
TC1616,01,B
TC1616,03,A
TC1616,02,C
QT1684,06,A
QT1684,02,A
QT1684,03,C
HC1635,01,C
HC1635,03,B
TT1659,03,C
DV1618,04,D
DV1618,05,C
DV1618,06,C
KT1610,04,D
NS1645,04,D
NS1645,05,D
QT1685,06,B
QT1685,02,B
QT1686,06,A
QT1686,05,D
QT1686,01,C
PR1537,06,C
PR1537,03,C
PR1537,01,A
NS1646,05,C
NS1646,06,D
NS1646,01,D
KD1602,01,D
KD1602,03,D
KD1602,05,C
KD1603,02,B
KD1603,05,D
KD1603,03,D
HC1638,05,C
HC1638,01,A
HC1638,03,A
KH1610,05,A
KH1610,04,B
HC1639,02,D
MK1629,04,A
MK1629,05,B
MK1629,06,A
DV1620,02,D
KT1611,06,C
KT1611,05,A
KT1611,04,B
NS1647,03,D
HC1640,05,C
HC1640,01,C
HC1640,02,C
KH1612,02,D
KH1612,05,B
HC1641,01,C
HC1641,03,C
TC1618,06,B
TC1618,02,C
PR1539,04,B
PR1539,03,C
KH1613,04,B
KH1613,01,D
KH1613,05,A
KD1605,01,C
NS1650,01,A
TC1619,04,B
KD1606,02,B
KH1614,03,A
KH1614,04,B
KD1607,01,A
NS1651,02,B
NS1651,06,B
TT1660,01,D
TC1620,02,D
TC1620,01,A
TC1620,03,B
MK1631,05,B
NS1652,02,A
NS1652,01,D
KH1616,03,D
KH1616,06,C
QT1687,04,A
QT1687,02,A
QT1687,05,B
TC1621,02,A
TC1621,01,C
TC1621,06,D
PR1540,05,B
NS1653,04,C
NS1653,03,A
NS1653,06,C
TT1661,06,A
TT1661,03,D
TT1661,04,D
NS1654,06,C
NS1654,05,A
HC1643,02,D
HC1643,03,D
HC1643,01,B
PR1542,06,C
PR1542,03,C
PR1543,01,D
PR1543,04,B
MK1632,06,D
HC1644,06,D
HC1644,05,A
KD1608,06,D
PR1544,02,A
PR1544,03,A
PR1544,01,B
KT1614,05,D
KT1614,06,B
KT1614,04,B
DV1621,04,B
DV1621,03,A
QT1688,05,D
QT1689,06,C
QT1689,05,C
QT1689,04,D
TC1622,06,A
TC1622,03,D
KD1609,05,C
NS1655,01,B
NS1655,02,B
